Age,IQ,CGPA,Years_of_Experience,Package_LPA
22,118,8.74,5,24.42
27,159,9.77,10,36.33
38,120,8.53,11,36.96
47,146,8.89,14,44.32
54,115,7.14,10,33.28
47,83,7.56,4,21.1
37,153,9.12,2,19.92
44,92,8.2,4,21.95
45,149,7.68,12,37.01
27,86,6.11,6,22.23
26,107,8.01,3,19.19
44,138,6.46,4,19.61
53,116,7.95,9,32.45
49,94,7.32,4,20.97
42,109,5.51,1,11.75
46,153,9.29,1,18.85
48,91,7.91,0,14.63
41,109,9.51,0,16.49
27,80,9.63,1,19.09
37,115,7.59,12,37.3
40,100,8.39,6,27.23
40,111,9.48,4,24.49
42,142,8.4,14,43.7
48,92,6.22,4,18.97
27,116,6.29,0,10.96
21,123,7.09,7,26.6
52,100,5.19,0,9.35
33,97,6.85,13,37.17
50,125,5.72,9,27.86
43,126,9.14,4,23.78
39,105,8.91,10,35.89
52,84,5.88,7,24.95
50,84,6.42,1,12.98
49,110,7.85,14,41.59
49,107,6.25,5,21.35
50,156,5.28,3,15.58
36,154,8.83,5,25.64
39,144,5.46,1,12.34
38,92,8.39,13,40.44
21,97,5.75,14,37.83
34,103,5.04,6,21.03
22,108,7.81,0,12.34
48,107,6.42,1,14.13
50,124,5.65,5,20.74
58,90,8.42,4,23.0
24,130,8.22,5,23.53
21,138,7.06,0,12.82
28,92,5.44,0,9.92
49,126,7.33,14,40.96
59,122,5.52,5,21.33
23,103,9.97,10,35.92
52,127,6.17,12,36.04
30,142,5.02,12,33.78
30,96,6.1,11,32.67
39,148,8.1,2,18.76
54,133,9.88,13,43.69
53,93,7.63,6,25.67
43,94,7.23,10,33.17
48,152,9.96,3,22.51
52,157,5.82,9,29.23
27,89,5.99,11,32.31
49,101,6.9,11,33.89
28,92,8.74,14,42.93
21,144,6.51,6,23.6
23,93,7.35,4,20.16
44,123,9.7,12,40.73
43,118,9.36,6,28.77
28,114,9.74,9,35.32
57,144,5.83,2,16.0
23,106,7.41,7,26.19
53,124,8.57,6,26.74
48,136,8.66,4,23.25
28,101,7.75,2,17.39
54,113,9.1,9,34.26
55,88,5.21,9,27.9
52,129,5.98,4,19.35
44,133,6.64,0,12.5
34,137,8.64,13,40.72
52,141,9.51,7,31.06
36,117,7.64,13,39.3
24,106,8.54,5,24.75
57,143,7.97,3,19.62
41,82,9.62,10,35.92
34,90,9.5,3,21.88
51,103,9.04,14,44.3
38,108,6.4,9,29.95
27,148,6.87,0,12.07
30,87,7.08,10,32.57
27,98,5.02,0,9.46
53,147,6.16,7,26.05
43,148,8.57,10,34.92
41,127,7.72,5,24.01
39,119,9.79,3,23.13
39,146,5.15,2,14.26
56,95,6.89,0,12.08
49,143,8.54,8,31.54
38,87,5.67,9,28.74
22,84,7.5,2,16.73
21,151,5.08,13,35.97
25,104,5.9,6,23.28
40,132,9.69,3,23.1
31,128,8.0,12,37.54
22,151,8.8,7,29.22
23,100,5.51,10,29.56
43,130,6.17,7,25.5
32,125,5.96,4,19.68
40,88,6.37,12,35.02
25,143,6.29,13,36.73
57,156,7.82,13,40.37
58,102,8.53,9,32.53
50,139,7.74,2,17.93
29,138,6.5,4,19.64
54,87,8.47,1,16.96
55,143,7.76,13,39.7
42,133,8.19,13,40.97
44,94,6.06,9,28.33
37,131,9.8,13,42.18
30,130,6.64,12,35.74
50,83,6.85,5,22.51
43,113,7.7,11,34.6
52,103,5.25,11,32.07
37,100,5.96,14,38.67
37,81,9.06,6,26.84
34,86,8.97,13,40.69
29,135,5.71,12,34.33
22,154,7.95,5,24.54
45,155,5.33,8,27.41
59,147,5.37,10,30.45
29,114,9.0,4,23.13
42,105,7.35,10,32.83
24,97,9.63,14,44.13
46,143,7.39,7,28.27
49,135,9.03,8,31.65
54,159,8.19,14,43.17
43,134,7.15,11,34.9
57,91,7.77,9,31.01
31,116,9.67,5,26.79
26,131,5.38,4,18.23
38,98,7.65,3,19.8
41,94,5.26,2,13.09
56,131,7.78,6,26.31
58,156,8.03,9,33.21
54,105,9.04,10,35.92
37,124,8.99,1,17.78
57,100,5.05,14,38.41
45,132,5.36,2,13.7
58,108,8.42,9,33.34
32,127,5.91,2,14.76
43,98,7.64,9,30.54
42,133,6.16,13,36.28
41,157,9.17,12,39.84
47,81,8.4,1,16.89
51,111,7.18,1,14.95
26,141,6.12,13,37.05
47,86,8.3,12,38.54
54,147,6.76,4,20.77
32,101,7.95,7,27.21
27,108,8.34,12,38.63
30,82,5.69,10,29.09
37,101,5.25,1,12.29
46,132,7.47,5,22.64
41,136,5.79,11,32.69
48,89,5.45,12,33.38
22,119,5.45,10,29.45
21,99,8.51,10,33.65
56,90,9.53,5,26.74
46,87,9.66,9,34.18
49,115,9.68,14,44.78
41,104,8.35,14,41.76
31,118,9.63,12,39.95
31,141,5.66,1,12.99
56,100,8.01,0,14.29
59,98,8.8,4,22.8
55,104,9.72,11,38.53
54,84,6.64,2,15.98
44,91,7.92,2,18.62
42,104,7.02,4,20.98
25,84,7.69,8,29.96
53,155,7.52,11,36.15
56,106,9.25,5,25.9
40,83,9.12,2,19.69
39,124,6.97,7,27.45
55,126,6.41,7,25.49
37,107,9.25,9,32.82
54,114,9.77,1,17.84
29,95,5.09,1,12.02
46,91,7.51,7,27.54
22,159,8.86,2,19.47
29,154,9.93,1,18.73
29,122,7.65,10,33.62
37,107,8.6,4,22.9
21,98,9.67,9,33.86
45,154,6.88,9,30.32
45,147,9.42,10,36.21
59,153,6.33,13,38.64
55,134,8.63,10,35.32
23,115,9.78,10,37.01
57,141,8.24,3,21.4
50,118,6.88,12,36.18
58,120,5.39,9,28.22
54,139,6.0,2,15.97
32,145,8.65,2,19.65
39,138,9.95,6,29.2
57,119,9.25,7,29.71
37,98,8.96,10,35.04
30,134,5.09,9,27.13
32,125,8.67,2,19.65
36,83,9.14,11,37.33
44,141,6.62,11,34.1
39,104,10.0,10,36.5
28,142,5.18,4,16.69
51,149,6.96,11,34.74
41,92,6.06,1,12.84
37,83,9.86,8,31.92
43,81,8.36,14,42.61
57,146,7.08,8,28.63
36,109,9.86,3,22.69
26,83,5.31,14,37.59
28,127,6.1,4,18.87
45,122,7.11,11,34.26
38,124,5.62,1,12.36
45,92,9.98,4,24.26
32,126,7.87,1,15.64
35,107,5.81,10,30.62
46,116,6.24,6,23.4
46,107,6.98,2,16.07
52,106,8.63,2,18.76
30,109,6.52,10,32.24
36,85,6.49,2,16.08
27,88,8.13,6,25.47
37,85,5.23,12,33.12
43,108,8.56,9,32.71
46,149,7.74,4,21.4
41,145,7.17,13,38.67
42,132,6.96,3,19.02
27,149,6.11,4,19.74
34,84,6.2,6,23.38
35,99,7.5,2,16.22
27,91,5.99,2,14.6
29,87,7.84,6,25.37
28,137,8.25,14,42.01
43,128,7.29,0,13.66
49,143,5.53,12,35.79
38,129,9.69,1,18.44
51,118,9.17,13,42.71
50,119,9.77,7,30.28
59,110,6.84,5,22.44
55,82,5.16,8,25.73
38,151,7.18,4,21.87
59,109,7.33,6,24.58
37,108,8.53,9,33.47
34,149,8.67,7,28.4
51,135,7.12,7,27.53
44,145,9.89,14,45.24
55,142,5.56,7,25.44
54,109,9.51,0,16.49
23,132,8.85,0,15.17
57,125,7.67,8,29.45
46,88,8.81,4,23.72
43,86,8.77,7,28.74
59,142,5.83,0,12.14
35,126,7.66,10,33.43
24,123,7.35,12,37.15
49,128,7.47,8,28.75
42,158,5.84,3,17.01
45,158,6.92,9,30.62
33,141,7.59,6,25.45
38,138,8.42,1,16.01
53,157,7.12,5,23.41
36,154,8.23,8,31.1
22,154,8.09,11,36.66
55,92,9.06,9,33.95
54,109,7.07,13,38.38
50,122,9.36,11,38.92
33,130,5.13,2,13.37
33,87,9.5,7,30.28
38,116,9.76,4,24.45
52,143,7.06,11,36.15
52,118,9.75,8,32.78
55,87,9.32,6,27.92
59,141,5.29,8,26.35
49,118,8.26,0,14.32
49,93,9.59,3,22.14
36,131,6.03,1,12.99
30,136,9.6,4,24.49
50,100,6.03,14,38.47
45,102,8.16,11,37.49
59,83,6.9,1,14.8
40,153,7.74,10,33.95
25,122,6.41,2,14.66
21,90,7.04,13,37.25
50,98,7.52,11,35.84
23,144,7.51,4,21.36
34,81,9.97,4,23.65
50,128,9.27,9,33.94
24,148,5.74,3,16.0
38,113,9.8,5,27.15
57,83,7.84,12,38.26
45,118,8.05,8,30.2
21,128,6.38,8,27.25
35,82,6.52,14,39.85
29,105,5.69,7,24.89
35,120,9.15,5,25.48
44,144,7.42,7,27.72
24,95,5.49,11,31.75
32,137,7.22,13,38.48
57,114,6.7,13,38.07
57,95,8.45,0,14.34
26,112,5.93,10,30.63
59,110,9.68,11,38.77
44,101,8.91,4,23.4
31,140,6.96,8,29.05
33,143,5.94,7,24.95
54,149,8.84,5,26.51
45,114,5.59,14,38.27
27,118,5.44,13,35.84
24,82,8.4,10,34.05
28,92,6.0,9,28.96
40,93,8.22,11,36.15
49,120,6.78,12,36.28
30,87,5.48,11,32.15
54,98,8.12,7,27.77
46,93,8.23,14,42.54
23,154,7.7,11,35.85
26,129,6.74,11,34.27
25,140,9.57,10,36.71
25,115,8.4,13,40.43
43,146,7.77,3,21.3
29,156,7.41,14,41.43
55,159,9.22,14,44.16
40,124,9.81,8,32.75
55,153,7.79,1,16.06
38,151,5.25,13,35.9
37,86,7.46,11,34.57
44,101,8.23,7,28.61
23,88,9.09,10,34.18
52,139,6.55,7,25.51
55,121,8.38,1,16.25
58,138,5.23,14,38.31
33,119,6.76,5,21.23
45,108,6.49,8,27.45
29,134,5.43,12,34.71
24,143,8.51,1,16.78
34,121,6.84,11,33.61
57,108,6.09,4,19.52
54,100,5.74,2,15.33
31,142,9.52,0,16.33
23,142,5.69,6,22.12
48,117,9.33,12,40.1
49,158,7.6,4,21.22
29,145,5.16,3,15.23
23,91,9.79,9,33.73
45,112,7.77,3,19.35
54,158,6.59,10,32.38
32,80,6.34,14,38.44
29,147,6.59,9,30.3
35,107,6.07,5,21.0
45,141,6.23,4,19.5
25,157,6.9,14,40.42
31,138,7.6,12,37.19
54,128,8.63,3,20.58
44,124,6.52,6,23.63
35,155,5.68,7,24.08
58,85,5.1,1,11.4
28,99,6.86,13,37.74
25,95,8.95,11,36.37
46,91,6.64,5,21.9
38,131,6.09,9,29.66
26,99,9.56,3,22.8
57,137,8.31,14,43.3
33,124,9.88,3,23.3
48,81,7.8,1,15.39
25,113,7.7,6,24.59
33,105,9.86,5,25.9
37,112,8.05,12,37.82
52,121,7.57,11,35.53
49,144,6.19,5,22.18
23,87,6.91,2,15.44
54,144,7.81,7,28.26
47,89,7.82,8,29.58
33,111,7.28,7,26.01
53,130,8.45,12,39.24
26,136,5.78,4,18.09
44,119,9.34,7,29.72
39,145,8.69,5,25.26
36,110,9.12,14,43.16
48,142,5.18,8,26.64
53,147,8.91,7,30.36
33,135,8.7,8,30.88
45,91,5.1,12,33.59
56,110,7.25,9,31.94
47,102,6.52,0,11.25
58,112,6.28,12,35.71
27,87,5.79,10,29.49
25,141,6.27,13,37.44
51,159,8.81,8,30.77
43,94,9.54,11,38.19
30,120,6.76,6,24.28
52,131,6.43,4,19.83
50,105,6.47,0,11.81
59,157,7.67,2,17.7
51,91,5.23,3,15.86
38,106,7.87,2,18.08
56,147,9.6,2,21.6
22,109,7.46,8,28.49
34,83,6.99,9,29.51
33,133,5.2,13,35.06
49,113,7.74,0,14.33
32,147,5.68,6,22.34
59,135,7.31,3,19.22
22,97,6.54,9,28.1
52,126,6.3,11,33.59
33,151,9.79,13,44.25
47,139,8.94,4,24.69
37,138,5.6,3,16.54
51,81,6.58,3,18.38
54,152,8.52,11,37.05
44,95,9.12,3,22.28
55,137,7.63,0,14.02
26,91,9.5,11,38.02
39,84,6.81,1,13.57
50,118,5.38,5,20.51
27,94,9.71,0,17.58
30,151,7.07,10,33.23
52,98,5.12,0,9.42
54,128,8.6,1,16.18
48,118,6.26,0,11.18
35,157,5.46,14,38.51
50,94,9.22,6,27.48
57,134,6.21,6,23.86
49,146,7.72,4,21.93
42,135,8.06,5,24.79
24,124,9.73,12,39.4
40,154,6.98,2,16.75
52,136,7.51,3,19.87
56,146,6.51,13,37.07
24,85,7.33,6,23.81
47,149,5.04,14,38.59
37,110,9.29,0,15.74
32,101,5.33,7,23.88
42,117,6.23,9,28.94
37,137,8.6,7,28.43
30,149,8.21,2,18.4
21,108,8.76,0,15.35
42,135,7.53,10,33.27
46,90,9.64,14,44.25
38,127,9.72,0,16.8
34,139,8.79,9,33.72
49,130,6.61,4,20.56
32,118,5.21,8,26.11
56,85,7.75,11,34.93
55,109,5.05,13,35.83
32,80,9.05,12,38.95
27,88,7.94,11,35.05
49,124,8.09,9,32.06
31,87,5.3,5,20.05
53,113,7.93,13,39.56
26,159,5.9,10,29.95
35,87,7.01,5,21.73
52,91,6.6,7,25.2
31,122,6.23,12,35.59
43,135,7.24,14,40.99
46,110,8.81,1,17.6
54,121,6.17,14,39.19
54,112,7.55,4,21.08
49,98,6.78,11,34.78
24,134,8.27,0,14.32
37,83,7.84,6,25.3
55,91,8.25,12,38.22
33,107,9.91,7,30.1
59,137,7.53,13,39.62
35,127,5.51,10,30.39
49,80,5.22,5,20.4
49,154,5.25,11,32.6
31,123,6.76,10,31.2
52,142,8.62,0,15.48
22,117,9.2,7,29.61
34,88,7.97,13,40.25
40,85,7.4,13,39.08
42,149,9.23,8,31.99
31,131,5.28,0,9.9
47,146,6.62,14,40.05
23,95,5.29,2,13.41
37,81,9.66,2,21.44
48,115,5.45,4,18.58
49,150,9.8,0,16.05
41,114,8.65,5,24.92
36,109,7.47,6,25.63
57,124,6.56,11,34.53
40,125,7.69,13,39.78
26,144,8.21,8,30.56
39,80,7.41,9,30.61
25,136,9.59,6,28.24
23,150,5.7,10,30.39
21,146,5.64,6,22.31
58,110,8.9,7,29.48
35,104,7.8,13,39.61
54,126,7.03,8,29.62
55,135,9.1,10,35.35
45,80,9.7,4,24.36
44,116,7.62,6,25.74
32,154,7.84,7,28.22
38,146,5.27,7,23.71
35,91,7.49,14,40.59
36,99,5.1,11,31.85
47,109,7.03,4,20.67
28,153,9.83,1,18.78
45,143,8.81,2,19.36
37,158,8.67,13,41.57
49,143,8.92,9,33.74
28,97,9.25,2,19.9
35,111,5.21,10,29.18
47,98,9.4,7,29.87
27,112,8.87,5,25.61
23,141,8.42,1,16.53
49,101,7.03,13,37.83
44,108,6.5,9,30.55
23,83,5.96,4,18.36
40,129,6.71,14,40.49
35,155,9.39,8,31.95
45,83,5.28,6,21.38
50,84,8.63,12,38.65
34,118,5.43,7,23.59
27,136,5.58,10,30.07
37,110,6.0,7,24.33
40,86,8.37,6,25.28
56,91,9.26,1,17.24
29,89,5.71,4,17.6
58,108,6.17,11,33.27
42,92,8.17,4,21.78
22,149,7.28,3,19.0
44,110,8.17,0,14.97
28,88,5.79,4,17.94
31,130,7.3,11,34.54
33,95,6.7,3,18.27
37,138,7.18,13,38.9
28,137,6.48,6,23.62
41,90,5.72,9,28.73
38,115,8.33,11,35.97
50,80,8.35,0,14.05
38,100,6.32,0,11.19
51,123,7.89,11,36.88
58,116,9.81,12,40.05
52,85,7.69,12,37.49
31,93,6.57,4,19.0
45,80,6.54,13,36.71
53,87,9.16,13,41.33
58,123,7.44,14,41.55
28,154,6.32,2,15.6
31,106,8.15,10,33.59
42,115,9.32,13,42.25
44,121,8.64,3,20.18
37,99,5.43,0,9.62
32,87,6.71,13,37.98
52,125,9.06,8,32.18
35,131,7.09,3,19.72
36,105,9.99,1,19.13
42,114,6.71,0,11.37
48,139,9.54,7,31.16
40,82,7.3,5,22.34
53,83,9.68,6,29.17
30,141,7.11,13,39.31
52,143,7.34,11,34.76
53,129,7.7,13,40.04
22,98,5.2,8,25.09
53,122,5.42,5,20.25
53,93,9.27,2,20.78
33,93,6.33,14,39.15
50,133,8.14,6,27.01
53,108,6.3,14,39.91
33,82,6.76,5,21.51
46,152,8.02,11,36.58
42,84,6.69,5,20.91
59,84,8.63,1,16.73
22,124,7.58,11,35.0
58,143,8.78,12,39.69
59,143,6.07,1,13.63
46,122,8.22,14,42.14
35,122,6.57,9,29.66
54,130,6.77,13,37.79
31,92,5.93,8,27.4
23,152,5.64,6,21.79
26,147,9.41,9,33.92
29,148,9.73,7,30.96
26,86,6.97,6,24.48
29,157,8.82,8,32.04
59,121,9.02,11,38.01
51,84,5.71,2,13.96
52,126,9.7,5,27.54
32,127,9.04,4,23.4
28,126,8.95,1,16.56
28,87,9.62,2,19.84
48,100,6.76,2,15.94
40,103,9.43,0,15.57
27,92,9.99,8,32.54
31,94,6.16,14,37.75
40,132,5.61,7,23.78
36,151,5.54,4,18.57
24,110,6.89,11,33.6
26,150,9.04,13,41.51
42,130,8.75,0,16.09
46,126,5.99,3,17.21
23,118,7.67,11,34.37
34,136,6.81,5,22.67
31,129,9.16,5,25.55
38,136,9.02,14,44.37
32,114,9.05,14,43.44
43,86,7.63,10,33.5
32,132,9.04,7,29.91
33,89,8.67,1,16.39
45,118,7.62,6,24.79
39,137,8.86,10,36.21
56,114,6.88,4,20.95
28,138,8.9,13,41.51
49,101,8.12,13,39.82
52,88,9.31,9,33.34
38,87,9.46,5,25.68
26,137,6.94,10,32.89
38,101,6.44,12,35.87
39,119,6.4,5,20.66
42,107,6.63,7,26.25
57,125,5.25,14,37.64
52,148,9.66,13,42.97
23,131,5.62,9,28.06
48,90,9.39,13,43.39
30,101,7.44,13,37.96
55,126,9.5,11,38.12
49,92,9.66,12,39.32
35,124,9.11,3,21.86
53,154,7.03,9,32.04
27,148,7.06,4,21.15
32,157,9.83,5,26.08
50,101,6.68,12,36.11
41,146,7.06,7,27.39
51,114,6.45,13,37.67
44,111,7.57,10,32.75
40,117,8.05,11,36.5
57,137,8.32,3,21.16
24,119,5.79,12,35.05
48,100,6.73,12,36.46
40,128,9.98,14,46.69
44,118,5.36,0,10.59
52,140,6.86,10,32.6
56,89,6.06,11,32.39
54,119,6.41,7,25.55
56,137,7.34,3,19.47
22,124,9.93,4,24.77
35,96,9.06,14,43.79
54,147,6.2,3,16.99
56,89,5.69,13,37.31
26,141,8.03,9,31.72
59,111,9.38,7,29.92
32,151,6.0,12,36.07
23,121,5.98,11,31.92
38,124,8.42,14,42.01
41,155,6.49,5,21.67
35,100,5.21,1,11.4
53,106,6.51,4,20.54
55,109,6.05,5,21.85
46,153,6.64,6,25.03
28,80,9.07,0,14.94
56,88,8.37,3,20.5
50,82,6.4,2,15.55
43,132,7.04,14,40.96
34,121,6.07,1,13.08
34,98,7.77,4,21.71
22,85,6.13,11,32.73
57,86,9.64,5,26.55
25,122,6.35,11,32.96
58,159,8.56,3,22.07
34,115,6.97,8,28.02
59,147,9.47,14,44.92
45,118,6.58,13,37.51
40,122,5.08,3,15.24
22,116,5.53,14,37.07
59,107,5.34,14,37.89
26,129,6.55,2,15.55
37,118,8.36,10,34.28
45,81,7.58,0,13.58
48,116,6.25,7,25.24
22,145,9.99,0,17.01
55,98,5.33,9,28.19
57,148,8.12,11,36.69
25,123,9.01,3,21.11
21,92,9.79,12,40.21
32,101,6.77,7,25.25
56,86,7.85,5,24.17
43,81,6.26,9,28.76
51,141,5.17,8,26.41
31,157,7.59,13,39.56
30,84,7.95,12,38.07
23,99,6.38,6,23.16
34,133,6.16,8,28.08
36,155,6.4,10,31.99
30,142,7.62,5,23.68
49,115,8.4,2,18.26
30,95,8.6,0,14.75
32,136,6.39,10,31.99
50,143,9.28,10,35.8
21,89,7.43,12,35.83
25,130,7.74,6,26.38
40,106,6.14,0,11.16
28,86,6.92,7,25.98
32,120,5.26,6,22.37
21,155,7.89,12,37.78
40,92,8.74,13,40.43
48,145,7.72,9,31.76
57,82,6.63,2,16.36
57,90,9.17,0,15.07
32,84,5.29,12,33.42
57,139,6.24,5,21.65
48,81,5.25,10,29.91
35,156,6.97,9,31.1
26,143,6.25,6,23.99
40,92,8.41,3,20.4
34,133,5.39,14,38.43
22,91,5.17,1,10.53
29,97,7.76,6,24.81
57,97,8.73,1,17.86
40,96,7.34,10,32.24
46,118,6.41,3,18.86
49,92,7.49,10,32.9
21,124,6.69,0,11.71
55,98,6.48,2,16.04
26,98,7.24,0,11.88
57,100,8.07,4,22.47
25,103,7.89,6,25.87
53,109,5.54,7,24.17
34,127,6.09,10,30.71
32,114,5.04,1,11.91
40,138,7.19,2,16.48
44,96,8.85,11,36.77
54,127,7.07,9,31.45
45,134,10.0,2,21.61
49,88,8.75,9,33.56
59,156,6.87,5,22.53
51,93,9.87,8,32.26
43,105,8.2,0,14.38
58,131,9.6,11,39.14
40,123,5.44,7,24.29
43,90,7.79,13,39.99
36,130,9.54,2,20.33
28,121,8.25,13,40.21
41,141,9.94,9,35.77
21,114,9.98,0,16.11
28,143,8.96,3,21.58
49,97,6.39,3,17.72
52,93,9.27,7,29.56
58,128,8.52,9,33.23
25,148,5.53,5,20.26
42,96,6.94,8,27.9
54,100,9.37,3,21.48
21,93,8.54,12,37.74
46,82,7.14,14,40.45
30,110,8.07,9,31.57
50,126,9.68,2,20.09
38,123,7.99,14,42.81
37,96,6.14,4,18.94
46,135,8.35,9,32.76
28,106,6.33,11,32.38
32,150,8.1,11,36.79
47,148,8.22,2,19.53
28,81,6.81,8,27.75
45,159,8.7,13,41.37
24,141,6.46,13,37.56
53,154,5.07,7,24.03
21,85,6.75,2,15.1
39,144,9.31,0,16.04
51,97,7.88,4,22.07
36,134,9.25,5,26.12
34,146,5.64,4,19.82
25,136,5.96,14,39.42
46,98,5.82,6,21.63
48,153,8.93,11,38.29
22,90,8.06,10,34.8
26,134,6.68,6,24.42
29,116,8.9,1,16.74
53,83,7.18,7,27.11
45,92,8.08,13,39.8
33,149,9.27,1,17.52
29,137,7.13,13,38.72
33,81,8.76,9,33.29
51,139,7.83,9,32.76
31,111,9.54,13,41.93
24,142,7.28,14,40.56
54,139,6.49,3,18.97
58,105,6.35,6,24.36
24,101,5.95,5,20.23
58,153,6.78,9,30.52
39,83,7.17,11,34.41
26,95,5.68,1,11.63
54,142,8.68,3,22.29
38,121,9.69,2,20.39
33,112,7.06,12,37.25
43,92,9.63,11,37.72
39,125,7.11,5,22.17
31,92,6.1,5,20.73
21,112,9.3,7,29.57
44,93,9.51,13,42.06
27,87,8.19,7,27.29
45,125,9.61,11,38.46
41,80,6.74,4,19.48
35,138,6.59,3,17.14
21,139,9.27,2,19.45
32,128,6.4,8,27.37
27,159,9.33,4,23.37
35,140,6.19,3,17.83
41,102,8.47,13,41.39
39,84,9.09,10,35.27
49,129,9.34,1,17.61
45,115,9.83,5,26.68
53,99,6.5,14,39.73
52,122,7.72,14,41.95
55,87,9.78,4,25.54
58,120,5.05,1,11.4
46,104,8.08,10,34.24
31,86,5.75,13,36.51
55,140,7.2,4,21.68
28,112,5.42,13,36.37
34,148,6.68,7,26.18
30,117,8.46,3,20.45
22,91,9.06,14,43.03
29,123,7.81,0,13.53
23,132,7.18,7,26.17
41,93,6.71,6,23.92
46,150,9.53,8,32.97
28,131,5.99,11,32.58
22,131,8.42,7,28.62
26,125,5.7,10,29.95
48,159,9.5,6,28.63
49,120,6.43,6,23.75
46,81,6.86,9,30.56
45,128,5.92,10,31.22
32,157,9.67,12,41.13
25,107,9.44,0,15.85
54,111,7.37,5,23.5
57,155,5.15,8,26.29
35,156,9.52,14,44.55
56,101,9.81,6,29.35
35,121,5.35,11,31.19
43,108,8.04,4,22.0
26,158,9.78,12,40.86
41,147,8.48,0,15.27
43,112,7.58,9,31.45
36,125,6.71,12,36.08
35,88,8.7,5,24.12
45,117,9.94,10,36.72
56,159,8.2,3,21.65
31,105,7.52,2,17.77
35,122,5.84,14,39.03
24,132,9.31,4,23.38
41,106,6.92,11,34.7
33,90,8.85,0,15.19
42,105,6.74,10,31.63
39,157,5.6,6,22.75
54,136,8.34,10,36.57
34,80,7.73,2,17.38
24,90,5.75,5,19.89
47,109,9.15,6,27.29
49,83,6.51,10,31.64
48,151,7.21,3,19.65
55,159,7.48,6,27.21
28,112,6.23,9,29.44
36,112,7.51,11,35.3
56,153,5.34,14,39.22
50,145,5.93,12,34.47
38,83,6.38,7,24.5
22,130,6.8,9,29.95
33,106,6.24,10,31.22
24,112,7.35,8,27.41
46,156,8.3,8,31.99
45,154,6.73,6,24.14
50,111,5.19,0,9.23
31,146,8.17,11,36.64
27,156,9.4,12,41.32
51,107,5.62,4,17.51
30,136,5.93,9,29.19
59,98,5.15,0,8.84
33,110,6.09,0,11.0
51,132,6.48,1,12.88
27,111,7.28,14,40.1
56,88,8.5,2,18.86
40,130,7.16,8,29.34
24,102,6.82,13,38.16
27,104,8.42,2,18.64
21,125,8.22,3,19.88
33,123,7.12,2,16.39
42,145,6.69,1,14.54
41,146,6.9,10,32.51
42,107,7.02,3,18.46
48,157,5.45,9,28.73
29,103,5.91,8,26.99
46,135,8.28,14,42.63
29,129,9.66,5,26.53
35,82,5.42,0,9.6
30,102,5.6,5,18.97
44,113,5.49,12,34.47
28,88,6.28,4,18.41
44,138,8.96,7,29.71
36,145,9.18,14,43.85
46,101,9.46,8,32.35
47,114,8.92,3,20.79
57,110,7.29,14,41.89
24,157,7.84,7,27.97
44,127,8.42,7,28.67
39,132,6.24,13,37.51
56,154,7.73,3,20.82
59,111,7.57,0,13.67
30,91,8.83,3,20.75
45,141,6.17,9,29.63
38,82,9.6,6,28.42
39,85,6.93,2,15.79
56,91,7.47,5,23.33
30,132,6.68,1,14.05
53,99,5.58,9,28.71
25,85,5.89,6,22.68
55,93,9.95,7,30.99
54,135,6.75,11,34.32
53,120,5.58,8,26.97
41,128,7.23,0,12.16
37,144,5.69,8,26.18
42,110,8.07,2,17.54
57,107,5.12,6,21.53
35,91,7.8,5,22.61
55,95,8.43,14,43.17
48,114,5.4,8,26.03
27,123,5.74,8,25.52
52,147,8.87,3,21.21
31,89,7.1,4,20.32
30,82,5.46,12,32.79
29,110,9.31,3,21.7
34,131,8.68,8,30.99
33,144,5.94,4,18.94
45,84,6.74,8,27.85
22,84,7.84,7,26.49
55,145,5.11,1,11.95
27,94,7.45,5,22.02
41,144,6.7,6,23.92
38,100,9.63,2,19.88
23,150,6.13,14,38.85
59,90,6.99,8,28.38
31,121,5.81,3,16.68
59,145,5.64,3,17.02
44,140,6.4,14,39.68
39,139,9.08,3,21.35
24,93,6.89,2,15.31
46,84,5.93,5,20.81
58,110,5.08,8,25.71
52,127,7.74,12,37.84
59,111,7.48,5,24.23
56,136,6.05,1,12.97
57,113,6.82,14,40.17
53,153,6.44,6,24.93
56,106,8.56,7,28.93
23,84,6.84,8,27.53
29,96,7.35,2,17.53
28,154,9.95,8,34.23
53,148,9.48,5,27.38
26,135,8.29,9,32.08
59,117,7.41,10,33.62
24,133,6.76,6,23.19
33,127,9.72,12,40.56
22,159,9.56,0,16.52
25,128,5.83,10,30.4
47,120,6.26,8,27.55
52,101,6.95,2,17.34
41,136,7.29,1,14.97
28,145,7.71,11,35.66
58,98,5.19,13,36.0
28,81,5.34,8,25.71
23,154,7.35,2,17.0
23,112,9.59,10,35.87
42,152,8.71,6,27.92
26,138,7.72,2,17.36
22,85,5.14,1,10.79
43,90,5.34,11,31.88
22,106,8.15,8,29.71
58,151,5.96,2,15.56
37,124,7.88,13,40.19
55,110,7.27,14,40.79
54,142,5.92,0,10.94
43,123,7.33,8,29.32
50,120,9.43,2,20.67
28,126,6.12,12,35.06
42,148,9.78,3,22.44
56,158,6.15,2,17.05
25,81,7.28,14,40.46
33,94,8.61,1,16.73
49,99,8.87,8,30.7
51,82,6.55,0,11.45
36,118,5.08,6,21.78
50,153,8.13,0,15.03
36,89,6.61,1,13.28
32,119,7.61,10,34.2
37,92,5.32,13,35.89
36,123,6.96,3,18.09
32,111,8.16,2,17.65
28,152,5.42,4,17.81
